id, radius, time
176, 6,2.144991159439087
175, 15,2.3440332412719727
243, 6,4.946720123291016
143, 9,2.3649144172668457
211, 9,2.384185791015625e-07
152, 7,0.2448728084564209
95, 9,1.304276466369629
184, 15,0.31159067153930664
124, 10,0.5418083667755127
238, 7,4.336126804351807
93, 7,3.9647932052612305
172, 7,2.384185791015625e-07
227, 6,3.43934965133667
123, 11,4.544783592224121
99, 10,2.384185791015625e-07
157, 13,0.1100301742553711
208, 7,2.7790894508361816
103, 9,2.384185791015625e-07
170, 12,0.35105037689208984
169, 8,0.4278719425201416
98, 11,1.642942190170288
226, 7,2.602476119995117
168, 10,4.865638017654419
122, 9,1.9504320621490479
156, 6,3.3487162590026855
167, 15,2.384185791015625e-07
120, 7,2.384185791015625e-07
224, 11,3.631293773651123
136, 8,3.9417548179626465
205, 10,2.6521174907684326
223, 10,0.9673738479614258
166, 13,3.1967005729675293
119, 11,0.9251413345336914
145, 5,4.512732982635498
134, 9,0.03149747848510742
150, 9,0.17641019821166992
231, 13,4.870185375213623
221, 5,3.6022400856018066
220, 10,1.2438557147979736
116, 8,2.774104356765747
182, 6,3.800337791442871
232, 6,2.8811402320861816
255, 14,0.790602445602417
140, 15,2.7031474113464355
114, 13,2.7885141372680664
181, 15,3.20885968208313
204, 9,2.384185791015625e-07
219, 5,2.016914129257202
180, 8,0.823049783706665
147, 15,2.1306424140930176
189, 6,1.234929084777832
110, 13,1.971700668334961
203, 9,0.6634812355041504
139, 6,1.6790869235992432
202, 10,2.512120246887207
132, 5,4.935086727142334
201, 7,0.5867812633514404
146, 8,2.6998202800750732
218, 13,0.22856616973876953
165, 14,4.452843427658081
235, 5,2.7951693534851074
107, 15,3.1817080974578857
106, 9,0.3231968879699707
164, 6,3.6323065757751465
197, 6,4.878296136856079
188, 6,2.384185791015625e-07
234, 9,0.8321411609649658
105, 8,4.244931936264038
253, 5,4.887522459030151
127, 7,2.876831531524658
161, 14,2.384185791015625e-07
252, 11,2.962465763092041
250, 6,0.9023354053497314
160, 13,1.3927829265594482
154, 11,1.6386475563049316
94, 14,0.3448612689971924
247, 7,4.4386210441589355
246, 14,2.507559061050415
177, 6,0.5924150943756104
61, 13,3.7329535484313965
92, 13,2.384185791015625e-07
47, 6,0.46628785133361816
81, 8,0.8569138050079346
46, 7,0.2966043949127197
34, 10,2.5876858234405518
58, 6,4.229639291763306
45, 9,2.5116140842437744
90, 13,4.1579272747039795
78, 14,3.1997413635253906
77, 7,0.6736540794372559
56, 10,1.017866849899292
44, 11,3.6244304180145264
43, 7,2.031562566757202
9, 10,3.4290027618408203
74, 9,3.0056519508361816
31, 13,1.5445950031280518
29, 14,2.561812400817871
50, 8,3.363494873046875
89, 10,4.502086400985718
28, 11,0.46319127082824707
87, 11,4.3922343254089355
2, 12,2.6216626167297363
70, 11,2.3158950805664062
4, 12,1.5659589767456055
5, 11,0.38408422470092773
41, 6,4.975953578948975
51, 10,4.051019668579102
68, 14,0.15267062187194824
39, 13,4.278082370758057
67, 15,2.384185791015625e-07
48, 8,1.3851945400238037
22, 8,2.384185791015625e-07
66, 15,1.7762320041656494
21, 9,2.1397714614868164
65, 8,0.4165310859680176
0, 14,3.3973474502563477
17, 11,0.21298766136169434
83, 6,2.2409234046936035
63, 14,0.150651216506958
49, 15,0.3522651195526123
13, 15,4.7348198890686035
53, 12,1.1843700408935547
