id, radius, time
141, 13,13.94613790512085
140, 5,11.785583734512329
217, 8,11.092274188995361
226, 15,10.000126361846924
179, 10,12.185873985290527
178, 11,11.966925382614136
215, 15,13.442193746566772
110, 8,10.918899536132812
81, 15,11.674910068511963
104, 12,14.824958562850952
177, 14,13.960004091262817
120, 14,14.15690016746521
175, 5,10.433181285858154
102, 11,10.000126361846924
214, 9,14.10124659538269
108, 10,10.408039331436157
174, 15,10.000126361846924
225, 8,12.111279010772705
135, 15,11.146727561950684
150, 8,11.753382921218872
79, 15,12.092360496520996
211, 15,14.83492374420166
173, 7,11.337581872940063
159, 12,10.687296628952026
209, 14,11.130138397216797
132, 9,13.513384342193604
197, 12,10.000126361846924
153, 13,12.952860832214355
208, 10,12.474150657653809
119, 10,12.685771703720093
230, 10,11.145723819732666
224, 11,12.313218832015991
78, 11,10.000126361846924
229, 9,10.28664779663086
130, 6,10.842059135437012
100, 12,10.855174779891968
194, 14,10.000126361846924
99, 11,11.67693829536438
228, 10,10.655471324920654
227, 15,12.099284887313843
129, 12,10.788171768188477
223, 5,13.87714958190918
207, 13,10.000126361846924
128, 12,10.000126361846924
151, 12,10.49911093711853
82, 13,14.405400037765503
206, 13,14.578167915344238
193, 15,10.000126361846924
127, 11,13.474744319915771
145, 13,10.35111403465271
170, 11,11.27880597114563
95, 14,12.326135396957397
117, 10,12.410491228103638
204, 13,12.444938659667969
186, 10,13.210110425949097
203, 9,13.249955892562866
192, 8,10.000126361846924
93, 13,10.511546611785889
148, 10,12.23345160484314
144, 7,12.53554391860962
156, 14,10.668337106704712
222, 8,13.063570499420166
167, 6,13.586069583892822
76, 13,10.617942571640015
116, 10,10.7031991481781
185, 6,10.000126361846924
91, 15,11.324009418487549
184, 12,10.000126361846924
111, 9,11.473463535308838
155, 9,11.570811986923218
124, 5,12.111279010772705
90, 14,12.56856393814087
196, 7,10.039531946182251
166, 6,10.453879117965698
123, 14,13.581012725830078
77, 11,10.000126361846924
154, 14,14.043047904968262
165, 5,10.100792169570923
109, 8,13.984535932540894
182, 8,12.129619598388672
88, 9,11.75236988067627
200, 15,14.438141822814941
181, 14,14.269770622253418
87, 15,10.038520097732544
164, 7,14.191251277923584
122, 11,11.11164116859436
220, 11,12.553666591644287
86, 11,10.095786094665527
191, 11,10.000126361846924
234, 13,14.294691801071167
36, 15,14.936916828155518
235, 5,10.151188850402832
75, 12,13.232162714004517
236, 12,13.486247301101685
26, 11,14.338685989379883
74, 5,10.000126361846924
239, 12,14.011295318603516
32, 12,10.000126361846924
243, 5,14.222776174545288
245, 11,12.098272562026978
246, 10,14.698374032974243
39, 7,14.109247207641602
22, 7,13.431588172912598
251, 13,11.28539776802063
21, 8,14.358335494995117
14, 9,11.768390417098999
11, 14,13.092890739440918
65, 13,11.338605403900146
13, 9,13.103098154067993
63, 7,11.714252471923828
2, 5,12.075813055038452
0, 6,12.832198858261108
3, 8,11.167198657989502
58, 6,10.53022313117981
57, 10,14.01004672050476
56, 10,14.190742254257202
9, 7,10.055546283721924
46, 9,12.735520839691162
55, 10,13.820369243621826
54, 14,12.251286029815674
8, 12,13.69111442565918
47, 14,14.672899961471558
53, 5,10.000126361846924
43, 15,11.65287184715271
5, 8,13.269647121429443
52, 9,11.510816097259521
48, 12,10.829424142837524
28, 15,11.251671552658081
7, 10,11.786595821380615
34, 12,11.388545751571655
