id, radius, time
153, 5,12.870283603668213
200, 9,13.86943769454956
209, 7,11.16317892074585
152, 15,11.098191499710083
237, 15,11.376872062683105
176, 10,12.542179584503174
133, 15,13.88207745552063
244, 10,14.917368173599243
236, 8,10.45526123046875
243, 10,10.000097274780273
150, 8,12.331575632095337
175, 11,12.499831199645996
197, 11,10.000097274780273
174, 11,12.413124322891235
196, 8,10.918634414672852
164, 13,13.619032859802246
149, 8,13.764413356781006
112, 11,14.069948434829712
97, 10,11.957156896591187
211, 10,14.106021404266357
160, 12,11.762491703033447
111, 12,14.264995813369751
110, 8,10.31549334526062
235, 12,13.153408527374268
147, 9,13.661787986755371
130, 11,12.636028289794922
215, 9,13.569310665130615
207, 13,10.000097274780273
120, 14,10.846311330795288
241, 6,10.322689294815063
145, 6,14.320692777633667
144, 6,10.214725255966187
95, 11,10.715580463409424
108, 7,10.784667015075684
206, 15,12.650699138641357
119, 11,10.047061920166016
233, 10,10.208616495132446
159, 10,13.811766147613525
193, 10,14.751349925994873
165, 9,10.000097274780273
170, 9,10.146618604660034
158, 9,10.415439367294312
230, 6,12.42959713935852
105, 8,12.730058431625366
190, 15,12.489757776260376
189, 11,10.105838298797607
141, 6,11.045886278152466
104, 13,12.638555765151978
239, 5,14.037482023239136
117, 9,10.614318370819092
204, 11,12.1740140914917
157, 10,13.344048261642456
103, 11,10.000097274780273
187, 5,13.979915142059326
223, 5,11.020450592041016
101, 15,10.000097274780273
178, 7,10.266390085220337
185, 11,10.747479677200317
92, 14,13.270274639129639
156, 10,11.009248733520508
91, 13,13.588862419128418
210, 15,10.674869298934937
132, 10,11.567309379577637
184, 15,13.012674570083618
183, 8,10.516441822052002
213, 13,12.700013399124146
90, 9,14.644758701324463
99, 10,12.003125667572021
238, 13,11.625287055969238
182, 5,13.231136322021484
98, 15,14.833488464355469
136, 11,13.028972387313843
168, 8,14.32860016822815
221, 5,11.925627946853638
115, 13,14.69650936126709
114, 11,12.764094829559326
180, 10,10.000097274780273
167, 10,11.030409812927246
154, 9,12.695635318756104
217, 15,10.597118377685547
32, 13,12.932018756866455
79, 14,14.867111444473267
78, 15,14.720471620559692
253, 5,12.745181798934937
31, 8,14.876307725906372
251, 14,11.19210934638977
30, 6,13.996595859527588
87, 5,10.249723434448242
19, 13,13.422358512878418
48, 15,10.000097274780273
76, 6,10.000097274780273
75, 7,10.001124382019043
16, 14,10.482922554016113
45, 15,10.687366008758545
15, 11,10.37689995765686
25, 11,11.866576910018921
24, 15,13.417320966720581
53, 13,13.703901290893555
71, 15,10.013633966445923
41, 6,10.969053268432617
54, 13,12.010528326034546
70, 6,14.011636972427368
68, 11,11.205410957336426
66, 5,13.700079917907715
13, 11,10.000097274780273
4, 15,10.271123886108398
50, 14,10.000097274780273
9, 5,11.618622541427612
83, 5,12.427198648452759
49, 11,10.405437707901001
34, 10,10.000097274780273
63, 10,13.040165185928345
5, 13,10.751014709472656
61, 5,11.488436698913574
82, 13,11.177415609359741
81, 11,14.222899198532104
60, 15,10.000097274780273
12, 11,10.444026231765747
7, 12,12.185014724731445
20, 7,11.57673192024231
17, 10,10.12896728515625
