id, radius, time
241, 14,3.8285093307495117
120, 11,4.76837158203125e-07
218, 13,0.10882449150085449
217, 15,0.9268672466278076
134, 14,3.314631938934326
148, 11,1.2350594997406006
238, 10,1.530515193939209
215, 8,1.7610530853271484
227, 9,2.4172818660736084
133, 14,3.7268080711364746
214, 7,4.4963483810424805
118, 13,4.76837158203125e-07
117, 15,4.76837158203125e-07
132, 7,0.934638500213623
177, 15,4.836551189422607
146, 15,2.6531999111175537
225, 15,2.36446213722229
187, 12,2.027606964111328
131, 6,4.052603244781494
176, 13,2.1066253185272217
186, 5,1.9244227409362793
252, 14,4.76837158203125e-07
130, 5,2.7806546688079834
175, 14,0.17600798606872559
195, 5,0.2455606460571289
236, 7,1.048454999923706
223, 14,0.3539743423461914
107, 11,2.678797483444214
251, 15,3.437978744506836
213, 13,0.46178340911865234
159, 15,2.665043354034424
230, 8,4.834518671035767
116, 14,1.3262982368469238
153, 10,3.0818591117858887
212, 15,3.874189615249634
128, 5,4.331038951873779
144, 6,0.6186871528625488
235, 13,2.0316383838653564
249, 11,0.003072977066040039
173, 8,3.987234354019165
190, 10,4.76837158203125e-07
114, 10,0.14974617958068848
211, 15,0.8244574069976807
193, 15,1.7827188968658447
247, 10,1.951718807220459
210, 6,2.313983201980591
126, 15,3.801912546157837
246, 11,4.17456316947937
170, 7,3.7245404720306396
189, 7,2.045389175415039
228, 10,4.4267895221710205
207, 5,4.7733659744262695
158, 13,2.9381535053253174
245, 14,3.052051544189453
49, 10,3.1470868587493896
184, 7,4.76837158203125e-07
104, 10,4.76837158203125e-07
205, 9,1.1046228408813477
204, 15,1.9082753658294678
168, 9,2.690589427947998
150, 5,4.701406240463257
183, 12,4.76837158203125e-07
124, 12,0.3164489269256592
123, 7,4.76837158203125e-07
167, 5,4.69224214553833
142, 7,2.3119959831237793
113, 8,0.713897705078125
182, 7,3.6908349990844727
149, 11,2.83661150932312
199, 10,4.13697361946106
164, 11,4.98486852645874
242, 6,0.3707311153411865
121, 14,4.13341760635376
198, 15,1.4422001838684082
156, 13,4.728553056716919
162, 6,0.8095102310180664
139, 15,2.551945686340332
161, 11,1.68461275100708
191, 5,0.07881593704223633
48, 10,2.3369455337524414
10, 11,4.466937303543091
47, 8,0.8726162910461426
62, 9,0.28202390670776367
45, 10,1.2264595031738281
18, 7,0.26477694511413574
89, 14,1.2454431056976318
44, 12,4.76837158203125e-07
43, 8,2.3234896659851074
70, 8,0.691225528717041
39, 11,3.546079635620117
86, 10,4.206244945526123
38, 12,0.2573881149291992
14, 9,2.122992515563965
83, 15,1.6164214611053467
56, 5,0.9757728576660156
82, 6,0.5227134227752686
3, 6,3.147597074508667
59, 13,3.1460700035095215
81, 5,4.331546068191528
80, 11,4.76837158203125e-07
54, 10,1.4561495780944824
68, 8,2.1668508052825928
4, 15,4.079867124557495
57, 10,2.1179139614105225
33, 9,4.76837158203125e-07
78, 7,1.4623472690582275
93, 15,2.622119188308716
1, 12,0.07528042793273926
12, 15,3.6419198513031006
66, 15,2.8138837814331055
51, 9,4.76837158203125e-07
75, 12,2.3252387046813965
22, 14,4.76837158203125e-07
28, 11,3.5126709938049316
64, 7,4.67165732383728
74, 14,4.76837158203125e-07
63, 12,1.8022034168243408
26, 9,2.9120373725891113
73, 6,0.2982902526855469
50, 11,4.829951763153076
16, 7,4.541640758514404
72, 14,3.0595333576202393
71, 5,4.76837158203125e-07
24, 12,4.76837158203125e-07
