id, radius, time
72, 14,12.194533348083496
216, 6,13.673041343688965
217, 15,10.167005062103271
219, 6,14.646829605102539
220, 13,13.225080728530884
221, 7,12.775689601898193
222, 8,11.23734998703003
79, 8,10.000051975250244
223, 14,11.735997915267944
82, 5,12.356404066085815
11, 10,14.133199453353882
84, 13,12.262435913085938
228, 13,14.880168199539185
229, 11,13.19069504737854
86, 5,13.989689826965332
87, 12,10.395616054534912
231, 11,12.678967475891113
16, 6,11.798438549041748
233, 8,10.453531980514526
17, 8,11.415544271469116
18, 11,10.330059289932251
234, 5,10.43198561668396
91, 13,13.005112648010254
235, 5,13.270575046539307
93, 7,10.786452770233154
238, 8,10.561633825302124
22, 5,11.254070520401001
23, 7,10.63210654258728
239, 5,13.506481647491455
24, 11,14.431666612625122
241, 5,10.211294889450073
25, 11,14.117985725402832
98, 9,11.354747533798218
26, 15,12.899388551712036
27, 8,10.000051975250244
244, 14,10.837340116500854
28, 11,12.24101209640503
100, 7,13.711724042892456
29, 11,10.000051975250244
101, 10,13.414930820465088
102, 12,13.168401002883911
246, 12,13.631978988647461
247, 15,14.755184412002563
33, 15,12.770138502120972
249, 9,10.595993041992188
34, 5,14.28242802619934
251, 10,13.342393636703491
108, 9,10.72130298614502
36, 15,10.755405187606812
252, 9,11.925694942474365
253, 15,10.082086086273193
254, 15,10.000051975250244
110, 6,10.520203828811646
255, 15,14.704118251800537
112, 11,10.849725484848022
41, 7,14.409058332443237
114, 10,10.664967775344849
42, 11,13.644633054733276
115, 9,13.357518196105957
116, 15,10.959205389022827
44, 13,12.396814584732056
117, 11,12.676944971084595
45, 13,12.949158191680908
118, 13,10.80129599571228
46, 15,11.02677845954895
120, 14,11.299993991851807
48, 13,14.141809463500977
49, 8,10.000051975250244
121, 15,11.857018947601318
51, 14,13.253778457641602
123, 14,14.469197273254395
53, 6,10.437517881393433
125, 12,14.032265424728394
54, 14,12.52514100074768
126, 5,12.974528551101685
56, 14,10.577779531478882
128, 14,10.658897161483765
57, 5,13.035560846328735
130, 7,10.200565099716187
59, 8,14.853326082229614
134, 8,11.247616052627563
135, 15,11.646588802337646
64, 7,10.877782821655273
137, 13,11.375088453292847
140, 8,10.000051975250244
68, 10,13.57195258140564
69, 6,11.655202627182007
70, 13,12.655676364898682
71, 5,12.893817663192749
145, 5,11.137769937515259
146, 14,11.264817476272583
148, 15,12.160791158676147
149, 10,10.725387334823608
150, 5,11.407945156097412
151, 11,10.000051975250244
153, 10,14.726660966873169
156, 11,10.000051975250244
160, 13,14.708445310592651
162, 13,13.96191143989563
164, 7,10.631094694137573
169, 5,11.9201500415802
171, 9,12.610199928283691
173, 15,14.913976430892944
0, 10,10.9677894115448
1, 7,14.865650415420532
6, 5,13.20485234260559
176, 10,14.566540479660034
2, 6,12.012212991714478
179, 11,13.617269277572632
3, 10,14.14993143081665
187, 11,10.866093158721924
188, 14,14.077651023864746
190, 6,12.006663799285889
194, 15,13.590150356292725
195, 13,12.363067626953125
9, 8,13.847671747207642
197, 14,14.990843772888184
198, 5,14.975767135620117
202, 13,10.408283710479736
203, 6,12.796013593673706
205, 15,14.673048734664917
208, 15,10.000051975250244
214, 11,13.431039571762085
