id, radius, time
255, 13,2.384185791015625e-07
186, 12,2.388728618621826
213, 14,2.384185791015625e-07
246, 5,0.11882543563842773
159, 15,1.8380980491638184
183, 14,2.1039934158325195
158, 15,0.9683828353881836
212, 11,1.94858717918396
224, 6,3.0156702995300293
204, 15,1.3645164966583252
216, 11,4.686394691467285
131, 13,0.874871015548706
202, 7,1.8489105701446533
244, 6,1.5341622829437256
178, 9,3.617720365524292
134, 13,1.0572917461395264
243, 8,4.422222137451172
128, 6,4.634886264801025
201, 11,4.717828035354614
58, 9,2.3013925552368164
182, 15,4.1627867221832275
156, 6,0.13787603378295898
101, 5,1.1136889457702637
242, 14,3.3140370845794678
155, 9,3.848243474960327
113, 6,1.233860969543457
154, 7,2.1303470134735107
253, 12,4.898123741149902
127, 10,3.7297847270965576
199, 12,1.2125282287597656
198, 7,0.5879783630371094
222, 6,4.9181435108184814
98, 7,0.40504956245422363
132, 8,3.266625165939331
221, 7,3.9207770824432373
167, 10,2.384185791015625e-07
196, 13,0.2714104652404785
125, 12,1.4706406593322754
124, 13,1.0143449306488037
150, 13,1.7883267402648926
87, 12,4.678306341171265
123, 13,0.18096327781677246
90, 10,2.379579544067383
177, 13,2.384185791015625e-07
95, 9,2.384185791015625e-07
250, 7,3.8377950191497803
122, 9,0.277388334274292
239, 14,4.995759725570679
209, 12,2.384185791015625e-07
185, 10,2.377323865890503
139, 14,3.895592451095581
111, 12,4.40554666519165
193, 9,0.4848182201385498
164, 8,3.2598702907562256
121, 15,2.384185791015625e-07
163, 7,1.4033210277557373
89, 15,1.1467835903167725
236, 14,0.7834110260009766
100, 6,2.8478951454162598
189, 5,2.8579506874084473
234, 10,1.127633810043335
118, 7,2.1096062660217285
138, 10,1.120727777481079
233, 8,2.0790860652923584
106, 10,0.4515421390533447
161, 10,0.9075469970703125
105, 9,2.0435240268707275
176, 11,4.506547212600708
208, 7,2.384185791015625e-07
137, 6,0.9498639106750488
133, 11,1.2065234184265137
146, 9,2.280749559402466
145, 10,0.32787203788757324
143, 8,0.08449506759643555
230, 5,2.384185791015625e-07
207, 5,2.202139377593994
229, 5,1.6385629177093506
91, 9,3.6301515102386475
142, 7,4.066929817199707
206, 7,1.4354283809661865
214, 15,0.02171158790588379
141, 12,2.4448485374450684
217, 11,0.732658863067627
102, 9,3.657249927520752
27, 13,0.5199136734008789
38, 12,2.384185791015625e-07
37, 5,1.9238903522491455
36, 6,4.172430038452148
70, 5,4.874200105667114
35, 6,3.331987142562866
68, 13,4.914097547531128
50, 5,0.4085991382598877
47, 7,3.8352794647216797
46, 6,1.7193117141723633
49, 11,2.4440903663635254
34, 14,0.007168292999267578
84, 10,1.1624741554260254
32, 14,0.016681671142578125
40, 8,1.789853811264038
67, 15,4.262352228164673
17, 14,0.0492548942565918
3, 13,2.0116634368896484
5, 12,0.5120117664337158
31, 5,1.1756963729858398
4, 15,2.8310093879699707
25, 14,4.780913591384888
1, 9,0.027592182159423828
26, 9,0.052802085876464844
15, 7,2.887826919555664
14, 9,2.1418867111206055
80, 6,2.384185791015625e-07
6, 14,2.384185791015625e-07
13, 12,1.215569257736206
44, 14,1.8261439800262451
79, 9,0.517322301864624
64, 8,0.46222805976867676
39, 12,1.7544167041778564
12, 15,0.7854938507080078
23, 9,4.464759111404419
60, 15,0.7933430671691895
20, 6,4.5139875411987305
76, 15,2.384185791015625e-07
59, 15,0.5486690998077393
51, 5,2.241454601287842
28, 9,1.17850661277771
